"C17002_001E","C17002_001M","C17002_002E","C17002_002M","C17002_003E","C17002_003M","C17002_004E","C17002_004M","C17002_005E","C17002_005M","C17002_006E","C17002_006M","C17002_007E","C17002_007M","C17002_008E","C17002_008M","GEO_ID","NAME"
"1467","483","169","279","309","279","0","12","0","12","172","202","56","94","761","319","1500000US490490005113","Block Group 3, Census Tract 5.11, Utah County, Utah"
"113","80","0","12","0","12","0","12","0","12","0","12","0","12","113","80","1500000US490490005114","Block Group 4, Census Tract 5.11, Utah County, Utah"
"2027","389","20","34","32","48","96","108","29","43","494","298","86","132","1270","392","1500000US490490006011","Block Group 1, Census Tract 6.01, Utah County, Utah"
"1708","441","0","12","33","36","0","12","90","100","96","102","0","12","1489","435","1500000US490490006012","Block Group 2, Census Tract 6.01, Utah County, Utah"
"1857","398","57","39","118","115","0","12","55","68","111","103","52","99","1464","394","1500000US490490006031","Block Group 1, Census Tract 6.03, Utah County, Utah"
"1867","810","28","32","109","183","0","12","0","12","30","48","7","11","1693","795","1500000US490490006032","Block Group 2, Census Tract 6.03, Utah County, Utah"
"801","311","0","12","32","49","0","12","0","12","166","227","23","34","580","225","1500000US490490006033","Block Group 3, Census Tract 6.03, Utah County, Utah"
"1384","297","14","15","26","40","0","12","0","12","15","18","47","50","1282","288","1500000US490490006041","Block Group 1, Census Tract 6.04, Utah County, Utah"
"1563","296","7","11","0","12","0","12","0","12","90","104","0","12","1466","275","1500000US490490006042","Block Group 2, Census Tract 6.04, Utah County, Utah"
"2050","508","178","182","134","78","149","214","419","430","157","110","46","68","967","451","1500000US490490007031","Block Group 1, Census Tract 7.03, Utah County, Utah"
"1733","477","47","54","102","133","6","11","191","162","203","192","54","67","1130","434","1500000US490490007032","Block Group 2, Census Tract 7.03, Utah County, Utah"
"1824","387","214","205","407","339","0","12","18","31","0","12","48","77","1137","347","1500000US490490007033","Block Group 3, Census Tract 7.03, Utah County, Utah"
"874","262","94","76","122","94","83","80","186","193","33","39","74","106","282","138","1500000US490490007061","Block Group 1, Census Tract 7.06, Utah County, Utah"
"1614","583","0","12","82","131","65","84","98","156","29","41","0","12","1340","565","1500000US490490007062","Block Group 2, Census Tract 7.06, Utah County, Utah"
"2660","648","81","100","383","386","127","151","133","113","144","136","23","33","1769","405","1500000US490490007063","Block Group 3, Census Tract 7.06, Utah County, Utah"
"1883","854","0","12","0","12","0","12","144","227","142","152","222","242","1375","634","1500000US490490007064","Block Group 4, Census Tract 7.06, Utah County, Utah"
"925","189","189","170","29","40","184","182","39","56","43","72","7","12","434","147","1500000US490490007071","Block Group 1, Census Tract 7.07, Utah County, Utah"
"1954","540","87","96","15","16","223","186","38","47","353","402","0","12","1238","347","1500000US490490007072","Block Group 2, Census Tract 7.07, Utah County, Utah"
"616","215","0","12","0","12","0","12","0","12","47","70","22","34","547","210","1500000US490490007073","Block Group 3, Census Tract 7.07, Utah County, Utah"
"808","327","0","12","19","29","13","43","0","12","55","83","8","14","713","318","1500000US490490007074","Block Group 4, Census Tract 7.07, Utah County, Utah"
"1723","554","14","14","21","25","71","81","10","15","36","45","0","12","1571","553","1500000US490490007081","Block Group 1, Census Tract 7.08, Utah County, Utah"
"1581","320","90","110","37","35","7","11","27","39","98","111","0","12","1322","313","1500000US490490007082","Block Group 2, Census Tract 7.08, Utah County, Utah"
"1472","219","8","10","27","41","117","79","104","94","81","73","58","53","1077","218","1500000US490490007091","Block Group 1, Census Tract 7.09, Utah County, Utah"
"407","421","0","12","0","12","0","12","0","12","7","10","0","12","400","427","1500000US490490007092","Block Group 2, Census Tract 7.09, Utah County, Utah"
"1218","206","57","57","61","69","0","12","0","12","0","12","97","113","1003","199","1500000US490490007093","Block Group 3, Census Tract 7.09, Utah County, Utah"
"1484","206","30","21","0","12","63","90","26","32","32","29","72","90","1261","217","1500000US490490007101","Block Group 1, Census Tract 7.10, Utah County, Utah"
"1131","272","32","39","16","16","3","6","9","12","0","12","0","12","1071","282","1500000US490490007102","Block Group 2, Census Tract 7.10, Utah County, Utah"
"1053","206","25","33","11","17","0","12","0","12","16","21","7","12","994","204","1500000US490490007111","Block Group 1, Census Tract 7.11, Utah County, Utah"
"1142","203","20","32","0","12","0","12","87","135","20","32","50","55","965","210","1500000US490490007112","Block Group 2, Census Tract 7.11, Utah County, Utah"
"2854","583","384","296","166","181","168","252","85","101","380","316","0","12","1671","449","1500000US490490008011","Block Group 1, Census Tract 8.01, Utah County, Utah"
"1168","291","175","131","0","12","56","66","59","58","379","248","7","12","492","213","1500000US490490008012","Block Group 2, Census Tract 8.01, Utah County, Utah"
"2029","606","122","70","46","45","64","64","631","541","131","183","48","53","987","255","1500000US490490008013","Block Group 3, Census Tract 8.01, Utah County, Utah"
"2923","604","287","360","53","51","49","53","211","245","364","211","53","81","1906","590","1500000US490490008031","Block Group 1, Census Tract 8.03, Utah County, Utah"
"1270","334","34","29","5","9","40","44","114","85","10","16","34","54","1033","393","1500000US490490008041","Block Group 1, Census Tract 8.04, Utah County, Utah"
"1910","387","183","156","67","75","82","86","178","125","280","201","99","84","1021","347","1500000US490490008042","Block Group 2, Census Tract 8.04, Utah County, Utah"
"1328","277","34","32","248","114","72","73","41","52","61","69","0","12","872","246","1500000US490490009011","Block Group 1, Census Tract 9.01, Utah County, Utah"
"2297","487","133","120","39","47","295","330","166","174","316","234","0","12","1348","342","1500000US490490009012","Block Group 2, Census Tract 9.01, Utah County, Utah"
"1693","386","260","186","131","107","8","12","30","36","368","304","6","11","890","281","1500000US490490009013","Block Group 3, Census Tract 9.01, Utah County, Utah"
"1050","208","0","12","8","11","0","12","49","74","122","116","19","28","852","192","1500000US490490009031","Block Group 1, Census Tract 9.03, Utah County, Utah"
"1058","211","53","41","44","51","7","10","0","12","88","80","36","51","830","205","1500000US490490009032","Block Group 2, Census Tract 9.03, Utah County, Utah"
"1343","253","23","24","70","100","28","29","14","21","14","21","39","62","1155","223","1500000US490490009033","Block Group 3, Census Tract 9.03, Utah County, Utah"
"1825","303","71","68","14","18","180","126","45","66","32","31","50","61","1433","315","1500000US490490009041","Block Group 1, Census Tract 9.04, Utah County, Utah"
"1500","415","0","12","17","27","176","186","15","21","15","16","0","12","1277","387","1500000US490490009042","Block Group 2, Census Tract 9.04, Utah County, Utah"
"1228","465","28","56","14","41","9","15","0","12","532","437","19","21","626","239","1500000US490490010011","Block Group 1, Census Tract 10.01, Utah County, Utah"
"1338","282","166","204","107","94","0","12","69","107","133","123","0","12","863","270","1500000US490490010012","Block Group 2, Census Tract 10.01, Utah County, Utah"
"1159","361","11","19","0","12","0","12","0","12","258","283","0","12","890","224","1500000US490490010013","Block Group 3, Census Tract 10.01, Utah County, Utah"
"902","196","130","106","44","63","9","12","56","75","21","23","57","76","585","156","1500000US490490010021","Block Group 1, Census Tract 10.02, Utah County, Utah"
"533","522","0","12","452","519","0","12","31","47","10","11","0","12","40","40","1500000US490490010022","Block Group 2, Census Tract 10.02, Utah County, Utah"
"1652","391","10","11","77","87","14","22","150","131","61","55","11","17","1329","366","1500000US490490010023","Block Group 3, Census Tract 10.02, Utah County, Utah"
"1267","247","13","18","188","163","1","2","118","114","59","67","96","88","792","183","1500000US490490011031","Block Group 1, Census Tract 11.03, Utah County, Utah"
"989","274","175","99","40","46","23","37","27","31","0","12","12","19","712","231","1500000US490490011032","Block Group 2, Census Tract 11.03, Utah County, Utah"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490011033","Block Group 3, Census Tract 11.03, Utah County, Utah"
"1773","402","3","6","105","106","18","22","7","11","14","44","58","51","1568","410","1500000US490490011051","Block Group 1, Census Tract 11.05, Utah County, Utah"
"1848","610","67","57","159","126","24","24","258","187","100","83","29","27","1211","584","1500000US490490011052","Block Group 2, Census Tract 11.05, Utah County, Utah"
"691","169","4","6","110","159","11","16","10","16","11","15","55","63","490","124","1500000US490490011061","Block Group 1, Census Tract 11.06, Utah County, Utah"
"2208","342","33","30","36","23","0","12","27","44","128","103","257","191","1727","370","1500000US490490011062","Block Group 2, Census Tract 11.06, Utah County, Utah"
"1720","340","30","30","0","12","84","97","74","84","71","84","40","63","1421","331","1500000US490490011071","Block Group 1, Census Tract 11.07, Utah County, Utah"
"2403","417","97","129","87","86","0","12","244","214","230","175","77","120","1668","322","1500000US490490011072","Block Group 2, Census Tract 11.07, Utah County, Utah"
"1613","417","156","143","34","37","52","61","58","81","74","70","26","40","1213","396","1500000US490490011081","Block Group 1, Census Tract 11.08, Utah County, Utah"
"2268","484","152","147","413","279","315","292","170","153","408","265","32","39","778","283","1500000US490490011082","Block Group 2, Census Tract 11.08, Utah County, Utah"
"2176","398","104","113","222","177","28","40","210","274","141","130","86","71","1385","380","1500000US490490012011","Block Group 1, Census Tract 12.01, Utah County, Utah"
"3001","912","467","437","103","78","0","12","80","72","166","147","0","12","2185","699","1500000US490490012012","Block Group 2, Census Tract 12.01, Utah County, Utah"
"2349","462","141","96","156","90","149","141","125","118","571","359","48","61","1159","307","1500000US490490012021","Block Group 1, Census Tract 12.02, Utah County, Utah"
"1083","427","0","12","0","12","95","129","18","28","143","115","116","309","711","282","1500000US490490012022","Block Group 2, Census Tract 12.02, Utah County, Utah"
"1974","425","67","72","208","153","105","108","83","88","386","273","16","20","1109","363","1500000US490490012023","Block Group 3, Census Tract 12.02, Utah County, Utah"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490013001","Block Group 1, Census Tract 13, Utah County, Utah"
"583","206","30","24","0","12","0","12","81","128","63","82","0","12","409","178","1500000US490490013002","Block Group 2, Census Tract 13, Utah County, Utah"
"1946","413","69","129","58","50","45","46","298","265","154","106","51","47","1271","400","1500000US490490013003","Block Group 3, Census Tract 13, Utah County, Utah"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490013004","Block Group 4, Census Tract 13, Utah County, Utah"
"1515","397","15","23","17","32","0","12","76","108","68","122","0","12","1339","375","1500000US490490013005","Block Group 5, Census Tract 13, Utah County, Utah"
"1085","174","94","82","18","18","0","12","4","7","0","12","0","12","969","199","1500000US490490014011","Block Group 1, Census Tract 14.01, Utah County, Utah"
"182","106","0","12","0","12","0","12","0","12","0","12","0","12","182","106","1500000US490490014012","Block Group 2, Census Tract 14.01, Utah County, Utah"
"1193","219","59","63","76","76","28","44","43","42","86","78","82","80","819","198","1500000US490490014013","Block Group 3, Census Tract 14.01, Utah County, Utah"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490014031","Block Group 1, Census Tract 14.03, Utah County, Utah"
"138","112","44","39","39","37","41","37","0","12","0","12","0","12","14","25","1500000US490490014032","Block Group 2, Census Tract 14.03, Utah County, Utah"
"833","240","45","69","213","154","0","12","58","95","0","12","108","101","409","158","1500000US490490014033","Block Group 3, Census Tract 14.03, Utah County, Utah"
"736","217","177","77","92","51","42","37","115","95","73","60","0","12","237","118","1500000US490490014034","Block Group 4, Census Tract 14.03, Utah County, Utah"
"1482","325","133","81","82","68","276","208","66","40","125","126","0","12","800","255","1500000US490490014041","Block Group 1, Census Tract 14.04, Utah County, Utah"
"1629","536","147","112","300","106","183","160","297","386","158","125","0","12","544","224","1500000US490490014042","Block Group 2, Census Tract 14.04, Utah County, Utah"
