"B25044_001E","B25044_001M","B25044_002E","B25044_002M","B25044_003E","B25044_003M","B25044_004E","B25044_004M","B25044_005E","B25044_005M","B25044_006E","B25044_006M","B25044_007E","B25044_007M","B25044_008E","B25044_008M","B25044_009E","B25044_009M","B25044_010E","B25044_010M","B25044_011E","B25044_011M","B25044_012E","B25044_012M","B25044_013E","B25044_013M","B25044_014E","B25044_014M","B25044_015E","B25044_015M","GEO_ID","NAME"
"322","59","287","57","6","10","12","13","96","45","121","45","14","13","38","27","35","21","0","12","6","9","17","16","12","12","0","12","0","12","1500000US490490102114","Block Group 4, Census Tract 102.11, Utah County, Utah"
"434","88","352","87","7","12","8","13","266","74","33","27","30","32","8","12","82","49","0","12","0","12","52","37","30","36","0","12","0","12","1500000US490490102121","Block Group 1, Census Tract 102.12, Utah County, Utah"
"867","218","423","140","0","12","25","22","235","87","134","111","17","29","12","18","444","199","0","12","151","77","148","93","145","168","0","12","0","12","1500000US490490102122","Block Group 2, Census Tract 102.12, Utah County, Utah"
"1200","244","721","109","0","12","5","9","473","114","135","82","89","66","19","24","479","224","0","12","359","211","68","65","48","53","4","7","0","12","1500000US490490102123","Block Group 3, Census Tract 102.12, Utah County, Utah"
"374","55","356","57","9","10","43","23","120","39","115","53","58","27","11","12","18","12","0","12","0","12","5","8","6","10","7","9","0","12","1500000US490490102131","Block Group 1, Census Tract 102.13, Utah County, Utah"
"130","39","130","39","0","12","11","10","43","29","8","11","24","16","44","28","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490102132","Block Group 2, Census Tract 102.13, Utah County, Utah"
"175","45","175","45","0","12","0","12","44","28","53","28","64","46","14","11","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490102133","Block Group 3, Census Tract 102.13, Utah County, Utah"
"474","125","470","125","0","12","24","18","281","122","62","30","43","38","60","30","4","6","0","12","0","12","4","6","0","12","0","12","0","12","1500000US490490102161","Block Group 1, Census Tract 102.16, Utah County, Utah"
"259","80","214","78","0","12","64","67","124","55","26","21","0","12","0","12","45","26","0","12","16","15","29","24","0","12","0","12","0","12","1500000US490490102162","Block Group 2, Census Tract 102.16, Utah County, Utah"
"250","67","234","61","0","12","8","9","44","23","125","65","42","25","15","14","16","23","0","12","16","23","0","12","0","12","0","12","0","12","1500000US490490102163","Block Group 3, Census Tract 102.16, Utah County, Utah"
"196","57","182","52","0","12","0","12","58","34","52","31","59","43","13","19","14","22","0","12","0","12","0","12","0","12","14","22","0","12","1500000US490490102171","Block Group 1, Census Tract 102.17, Utah County, Utah"
"790","111","754","127","16","25","74","50","441","104","206","84","8","12","9","13","36","43","0","12","0","12","27","40","9","13","0","12","0","12","1500000US490490102172","Block Group 2, Census Tract 102.17, Utah County, Utah"
"549","105","531","104","0","12","9","13","358","118","97","50","0","12","67","39","18","26","0","12","0","12","0","12","18","26","0","12","0","12","1500000US490490102173","Block Group 3, Census Tract 102.17, Utah County, Utah"
"675","193","468","86","0","12","37","33","157","59","145","66","91","55","38","55","207","177","0","12","31","48","176","171","0","12","0","12","0","12","1500000US490490102191","Block Group 1, Census Tract 102.19, Utah County, Utah"
"314","73","292","71","0","12","14","15","131","56","123","55","24","27","0","12","22","25","0","12","0","12","0","12","10","15","0","12","12","20","1500000US490490102192","Block Group 2, Census Tract 102.19, Utah County, Utah"
"561","132","438","103","0","12","0","12","162","84","135","73","79","58","62","47","123","95","0","12","10","18","105","92","8","13","0","12","0","12","1500000US490490102193","Block Group 3, Census Tract 102.19, Utah County, Utah"
"412","95","412","95","0","12","10","18","116","55","180","72","79","67","27","26","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490102201","Block Group 1, Census Tract 102.20, Utah County, Utah"
"378","107","265","101","0","12","0","12","128","54","107","92","20","23","10","17","113","64","0","12","0","12","75","65","11","19","27","40","0","12","1500000US490490102202","Block Group 2, Census Tract 102.20, Utah County, Utah"
"331","101","281","96","0","12","45","48","134","88","87","71","9","13","6","9","50","43","0","12","22","35","18","22","10","15","0","12","0","12","1500000US490490102203","Block Group 3, Census Tract 102.20, Utah County, Utah"
"442","81","413","88","0","12","44","29","150","71","100","51","73","50","46","45","29","41","0","12","29","41","0","12","0","12","0","12","0","12","1500000US490490102204","Block Group 4, Census Tract 102.20, Utah County, Utah"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490102211","Block Group 1, Census Tract 102.21, Utah County, Utah"
"677","166","322","174","0","12","115","158","127","76","54","48","26","36","0","12","355","65","0","12","135","75","161","90","45","69","14","22","0","12","1500000US490490102212","Block Group 2, Census Tract 102.21, Utah County, Utah"
"937","180","828","185","0","12","32","36","458","202","235","99","57","59","46","38","109","78","0","12","50","70","59","44","0","12","0","12","0","12","1500000US490490102221","Block Group 1, Census Tract 102.22, Utah County, Utah"
"298","87","279","84","0","12","59","53","114","77","22","21","70","51","14","20","19","30","0","12","0","12","19","30","0","12","0","12","0","12","1500000US490490102222","Block Group 2, Census Tract 102.22, Utah County, Utah"
"506","269","434","266","0","12","29","33","117","46","76","57","18","21","194","266","72","83","0","12","0","12","28","43","0","12","44","68","0","12","1500000US490490102223","Block Group 3, Census Tract 102.22, Utah County, Utah"
"135","46","135","46","0","12","14","18","42","36","44","26","8","13","27","25","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490102231","Block Group 1, Census Tract 102.23, Utah County, Utah"
"187","48","187","48","0","12","0","12","70","39","57","34","40","40","20","18","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490102232","Block Group 2, Census Tract 102.23, Utah County, Utah"
"179","60","179","60","0","12","0","12","111","55","16","23","52","45","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490102233","Block Group 3, Census Tract 102.23, Utah County, Utah"
"433","94","384","85","0","12","0","12","183","94","60","37","81","44","60","37","49","37","0","12","0","12","24","36","25","35","0","12","0","12","1500000US490490102241","Block Group 1, Census Tract 102.24, Utah County, Utah"
"296","52","290","51","0","12","9","15","53","35","115","51","70","40","43","27","6","12","0","12","6","12","0","12","0","12","0","12","0","12","1500000US490490102242","Block Group 2, Census Tract 102.24, Utah County, Utah"
"249","56","249","56","0","12","7","11","84","51","71","49","26","26","61","39","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490102251","Block Group 1, Census Tract 102.25, Utah County, Utah"
"231","52","201","46","0","12","63","30","70","41","27","28","32","27","9","13","30","40","0","12","30","40","0","12","0","12","0","12","0","12","1500000US490490102252","Block Group 2, Census Tract 102.25, Utah County, Utah"
"112","48","98","47","0","12","16","18","24","21","51","43","7","12","0","12","14","21","0","12","0","12","0","12","14","21","0","12","0","12","1500000US490490102253","Block Group 3, Census Tract 102.25, Utah County, Utah"
"275","73","260","69","0","12","10","17","98","56","55","36","62","53","35","37","15","25","0","12","15","25","0","12","0","12","0","12","0","12","1500000US490490102254","Block Group 4, Census Tract 102.25, Utah County, Utah"
"351","77","280","70","7","11","0","12","141","54","39","31","55","42","38","26","71","47","0","12","0","12","31","38","29","30","0","12","11","17","1500000US490490102261","Block Group 1, Census Tract 102.26, Utah County, Utah"
"408","293","331","287","0","12","0","12","26","21","278","293","2","9","25","21","77","63","0","12","0","12","77","63","0","12","0","12","0","12","1500000US490490102262","Block Group 2, Census Tract 102.26, Utah County, Utah"
"341","71","338","72","9","15","25","38","154","57","102","41","38","39","10","12","3","5","0","12","3","5","0","12","0","12","0","12","0","12","1500000US490490102263","Block Group 3, Census Tract 102.26, Utah County, Utah"
"615","107","570","98","33","38","25","21","136","61","225","96","85","59","66","52","45","54","0","12","9","14","36","52","0","12","0","12","0","12","1500000US490490103031","Block Group 1, Census Tract 103.03, Utah County, Utah"
"282","73","192","71","0","12","63","43","63","43","66","54","0","12","0","12","90","61","0","12","0","12","41","43","18","28","0","12","31","46","1500000US490490103032","Block Group 2, Census Tract 103.03, Utah County, Utah"
"437","79","430","79","0","12","31","31","188","67","136","53","36","27","39","35","7","10","0","12","0","12","7","10","0","12","0","12","0","12","1500000US490490103033","Block Group 3, Census Tract 103.03, Utah County, Utah"
"531","94","468","88","7","10","7","10","109","56","161","56","59","30","125","69","63","36","41","30","0","12","14","13","0","12","0","12","8","12","1500000US490490103051","Block Group 1, Census Tract 103.05, Utah County, Utah"
"466","76","448","77","6","9","50","26","117","44","95","41","107","59","73","37","18","15","0","12","6","9","5","7","7","11","0","12","0","12","1500000US490490103052","Block Group 2, Census Tract 103.05, Utah County, Utah"
"472","192","413","193","0","12","17","24","119","151","267","195","10","17","0","12","59","47","0","12","35","40","24","30","0","12","0","12","0","12","1500000US490490103061","Block Group 1, Census Tract 103.06, Utah County, Utah"
"177","81","103","56","0","12","15","20","67","43","0","12","21","25","0","12","74","66","0","12","32","52","40","40","2","11","0","12","0","12","1500000US490490103062","Block Group 2, Census Tract 103.06, Utah County, Utah"
"451","103","451","103","14","21","0","12","188","92","153","105","74","51","22","27","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490103071","Block Group 1, Census Tract 103.07, Utah County, Utah"
"332","93","198","67","0","12","15","25","80","47","50","49","53","56","0","12","134","83","0","12","85","82","49","48","0","12","0","12","0","12","1500000US490490103072","Block Group 2, Census Tract 103.07, Utah County, Utah"
"482","111","348","74","0","12","0","12","163","73","105","51","80","60","0","12","134","105","0","12","104","102","30","36","0","12","0","12","0","12","1500000US490490103073","Block Group 3, Census Tract 103.07, Utah County, Utah"
"201","79","201","79","0","12","12","18","79","63","53","61","34","39","23","36","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490103081","Block Group 1, Census Tract 103.08, Utah County, Utah"
"197","97","146","67","0","12","0","12","97","63","49","46","0","12","0","12","51","83","0","12","0","12","51","83","0","12","0","12","0","12","1500000US490490103082","Block Group 2, Census Tract 103.08, Utah County, Utah"
"484","85","463","93","0","12","30","29","245","107","75","58","44","36","69","86","21","26","0","12","0","12","21","26","0","12","0","12","0","12","1500000US490490103083","Block Group 3, Census Tract 103.08, Utah County, Utah"
"399","112","386","111","9","14","42","35","161","52","100","96","29","24","45","46","13","20","0","12","13","20","0","12","0","12","0","12","0","12","1500000US490490104041","Block Group 1, Census Tract 104.04, Utah County, Utah"
"328","88","293","97","0","12","47","40","197","98","44","32","0","12","5","10","35","30","0","12","24","25","11","16","0","12","0","12","0","12","1500000US490490104042","Block Group 2, Census Tract 104.04, Utah County, Utah"
"193","50","182","50","0","12","8","14","65","44","91","57","11","17","7","12","11","17","0","12","0","12","11","17","0","12","0","12","0","12","1500000US490490104043","Block Group 3, Census Tract 104.04, Utah County, Utah"
"224","47","184","45","11","17","7","11","100","47","7","12","52","32","7","11","40","24","33","26","7","10","0","12","0","12","0","12","0","12","1500000US490490104044","Block Group 4, Census Tract 104.04, Utah County, Utah"
"457","95","435","94","0","12","10","11","184","62","154","77","65","42","22","19","22","23","0","12","0","12","19","22","3","7","0","12","0","12","1500000US490490104051","Block Group 1, Census Tract 104.05, Utah County, Utah"
"375","58","330","53","0","12","39","16","124","56","129","46","23","20","15","15","45","37","0","12","11","17","7","10","9","10","18","28","0","12","1500000US490490104052","Block Group 2, Census Tract 104.05, Utah County, Utah"
"150","29","142","29","7","10","5","9","62","29","52","26","16","15","0","12","8","10","0","12","0","12","8","10","0","12","0","12","0","12","1500000US490490104053","Block Group 3, Census Tract 104.05, Utah County, Utah"
"576","61","538","64","0","12","28","21","222","65","124","47","85","35","79","45","38","24","0","12","0","12","26","20","12","15","0","12","0","12","1500000US490490104061","Block Group 1, Census Tract 104.06, Utah County, Utah"
"214","62","188","59","0","12","12","16","89","46","65","46","18","16","4","6","26","26","0","12","7","11","5","7","14","21","0","12","0","12","1500000US490490104062","Block Group 2, Census Tract 104.06, Utah County, Utah"
"290","60","238","54","0","12","18","22","87","32","68","35","32","25","33","27","52","36","0","12","31","34","21","20","0","12","0","12","0","12","1500000US490490104071","Block Group 1, Census Tract 104.07, Utah County, Utah"
"412","77","379","76","0","12","54","26","105","40","98","59","73","45","49","39","33","20","0","12","4","6","9","10","20","17","0","12","0","12","1500000US490490104072","Block Group 2, Census Tract 104.07, Utah County, Utah"
"474","80","433","75","0","12","54","39","209","74","96","36","52","37","22","26","41","41","11","20","0","12","10","14","20","32","0","12","0","12","1500000US490490104081","Block Group 1, Census Tract 104.08, Utah County, Utah"
"230","81","207","83","0","12","22","32","92","38","75","62","3","5","15","23","23","21","0","12","7","12","4","9","8","13","4","7","0","12","1500000US490490104082","Block Group 2, Census Tract 104.08, Utah County, Utah"
"366","94","366","94","0","12","25","23","167","62","70","62","59","39","45","47","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490104083","Block Group 3, Census Tract 104.08, Utah County, Utah"
"438","85","395","77","0","12","19","18","170","76","138","54","47","32","21","21","43","37","0","12","28","29","15","22","0","12","0","12","0","12","1500000US490490104091","Block Group 1, Census Tract 104.09, Utah County, Utah"
"433","113","420","115","0","12","16","14","140","57","194","109","0","12","70","36","13","13","0","12","5","7","0","12","0","12","8","11","0","12","1500000US490490104092","Block Group 2, Census Tract 104.09, Utah County, Utah"
"122","34","106","34","6","8","4","7","41","31","38","29","3","5","14","11","16","17","0","12","0","12","16","17","0","12","0","12","0","12","1500000US490490104101","Block Group 1, Census Tract 104.10, Utah County, Utah"
"291","51","286","49","0","12","46","25","181","52","48","36","11","11","0","12","5","9","0","12","0","12","0","12","0","12","5","9","0","12","1500000US490490104102","Block Group 2, Census Tract 104.10, Utah County, Utah"
"26","23","26","23","0","12","0","12","22","24","4","6","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490104103","Block Group 3, Census Tract 104.10, Utah County, Utah"
"540","101","503","96","0","12","27","19","201","91","145","65","62","37","68","47","37","29","0","12","0","12","32","28","5","9","0","12","0","12","1500000US490490104104","Block Group 4, Census Tract 104.10, Utah County, Utah"
"350","50","338","48","0","12","47","23","110","38","91","36","58","24","32","15","12","12","0","12","4","6","0","12","8","10","0","12","0","12","1500000US490490104111","Block Group 1, Census Tract 104.11, Utah County, Utah"
"567","75","502","65","11","17","44","25","146","44","151","43","95","33","55","25","65","46","0","12","7","11","45","41","12","13","0","12","1","2","1500000US490490104112","Block Group 2, Census Tract 104.11, Utah County, Utah"
"777","153","761","154","3","5","53","28","435","168","174","62","66","39","30","19","16","10","0","12","0","12","8","9","8","9","0","12","0","12","1500000US490490104113","Block Group 3, Census Tract 104.11, Utah County, Utah"
"258","90","177","40","0","12","8","12","51","24","63","30","25","21","30","24","81","91","0","12","0","12","76","93","0","12","5","9","0","12","1500000US490490105031","Block Group 1, Census Tract 105.03, Utah County, Utah"
"780","65","433","83","8","12","80","44","177","63","101","45","58","30","9","14","347","80","0","12","63","29","278","81","6","11","0","12","0","12","1500000US490490105032","Block Group 2, Census Tract 105.03, Utah County, Utah"
"674","134","498","136","15","14","91","65","249","114","70","39","53","34","20","18","176","61","0","12","69","50","36","36","53","40","18","19","0","12","1500000US490490105041","Block Group 1, Census Tract 105.04, Utah County, Utah"
"369","73","339","78","0","12","24","20","90","34","143","63","36","27","46","29","30","21","0","12","5","8","11","11","9","14","5","9","0","12","1500000US490490105042","Block Group 2, Census Tract 105.04, Utah County, Utah"
"308","92","267","90","13","22","41","47","76","54","116","65","21","23","0","12","41","42","0","12","13","23","11","16","0","12","17","28","0","12","1500000US490490105051","Block Group 1, Census Tract 105.05, Utah County, Utah"
"160","71","160","71","0","12","15","23","50","40","39","43","56","59","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490105052","Block Group 2, Census Tract 105.05, Utah County, Utah"
"107","54","68","32","0","12","19","26","20","23","9","16","0","12","20","22","39","51","0","12","39","51","0","12","0","12","0","12","0","12","1500000US490490105053","Block Group 3, Census Tract 105.05, Utah County, Utah"
"286","74","267","74","10","17","0","12","133","77","113","61","0","12","11","17","19","24","0","12","9","16","10","16","0","12","0","12","0","12","1500000US490490105054","Block Group 4, Census Tract 105.05, Utah County, Utah"
"416","85","416","85","9","16","20","26","173","67","154","70","16","19","44","40","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490105055","Block Group 5, Census Tract 105.05, Utah County, Utah"
"354","102","148","66","0","12","21","18","81","65","31","25","10","11","5","8","206","89","0","12","81","42","78","76","47","39","0","12","0","12","1500000US490490105061","Block Group 1, Census Tract 105.06, Utah County, Utah"
"198","46","130","39","0","12","28","26","41","30","20","15","6","8","35","32","68","31","12","12","50","29","6","9","0","12","0","12","0","12","1500000US490490105062","Block Group 2, Census Tract 105.06, Utah County, Utah"
"102","47","54","27","5","8","14","20","15","15","5","8","10","10","5","8","48","42","0","12","38","40","10","11","0","12","0","12","0","12","1500000US490490105063","Block Group 3, Census Tract 105.06, Utah County, Utah"
"452","70","391","64","4","5","35","18","102","25","110","32","68","26","72","53","61","42","0","12","42","40","5","4","14","15","0","12","0","12","1500000US490490106001","Block Group 1, Census Tract 106, Utah County, Utah"
"489","80","489","80","0","12","39","43","235","66","185","72","10","13","20","22","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490106002","Block Group 2, Census Tract 106, Utah County, Utah"
"376","77","308","64","4","4","27","15","79","32","106","44","84","52","8","7","68","43","25","36","9","12","15","18","11","9","8","10","0","12","1500000US490490106003","Block Group 3, Census Tract 106, Utah County, Utah"
"411","76","411","76","0","12","81","48","195","79","65","41","28","29","42","47","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490107001","Block Group 1, Census Tract 107, Utah County, Utah"
"433","92","399","97","0","12","85","77","209","71","74","44","21","24","10","16","34","33","0","12","9","13","15","23","0","12","0","12","10","17","1500000US490490107002","Block Group 2, Census Tract 107, Utah County, Utah"
"747","138","573","126","19","23","40","32","238","92","207","117","45","36","24","23","174","90","0","12","17","21","121","84","36","35","0","12","0","12","1500000US490490107003","Block Group 3, Census Tract 107, Utah County, Utah"
"21","14","21","14","0","12","4","6","8","9","0","12","5","7","4","6","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490490109001","Block Group 1, Census Tract 109, Utah County, Utah"
"158","45","144","46","0","12","4","6","71","39","29","17","35","23","5","7","14","10","0","12","5","6","6","6","3","5","0","12","0","12","1500000US490490109002","Block Group 2, Census Tract 109, Utah County, Utah"
"161","51","149","54","0","12","13","10","76","39","21","23","39","37","0","12","12","20","0","12","0","12","0","12","0","12","12","20","0","12","1500000US490490109003","Block Group 3, Census Tract 109, Utah County, Utah"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490499801001","Block Group 1, Census Tract 9801, Utah County, Utah"
"847","99","0","12","0","12","0","12","0","12","0","12","0","12","0","12","847","99","28","20","579","89","240","79","0","12","0","12","0","12","1500000US490499802001","Block Group 1, Census Tract 9802, Utah County, Utah"
"529","139","288","119","0","12","37","28","203","109","41","49","0","12","7","12","241","88","0","12","42","45","89","52","63","55","47","56","0","12","1500000US490499803001","Block Group 1, Census Tract 9803, Utah County, Utah"
"787","156","37","32","0","12","17","27","20","18","0","12","0","12","0","12","750","154","125","81","297","105","283","107","45","60","0","12","0","12","1500000US490499803002","Block Group 2, Census Tract 9803, Utah County, Utah"
"15","22","0","12","0","12","0","12","0","12","0","12","0","12","0","12","15","22","0","12","0","12","15","22","0","12","0","12","0","12","1500000US490499804001","Block Group 1, Census Tract 9804, Utah County, Utah"
"516","100","174","47","3","5","46","34","89","43","15","14","21","27","0","12","342","110","13","15","182","104","117","45","22","15","0","12","8","7","1500000US490499805001","Block Group 1, Census Tract 9805, Utah County, Utah"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490499806001","Block Group 1, Census Tract 9806, Utah County, Utah"
"556","120","488","104","45","52","85","50","203","91","140","59","8","12","7","9","68","52","0","12","19","21","7","12","42","46","0","12","0","12","1500000US490572001001","Block Group 1, Census Tract 2001, Weber County, Utah"
"542","140","449","138","7","12","114","60","139","56","181","128","0","12","8","12","93","65","0","12","38","38","45","49","10","15","0","12","0","12","1500000US490572001002","Block Group 2, Census Tract 2001, Weber County, Utah"
"385","76","311","69","22","22","94","55","124","51","41","35","14","18","16","19","74","44","0","12","46","39","28","25","0","12","0","12","0","12","1500000US490572001003","Block Group 3, Census Tract 2001, Weber County, Utah"
"915","268","150","114","79","97","0","12","19","18","32","45","0","12","20","29","765","249","27","20","484","234","228","128","7","11","19","31","0","12","1500000US490572002021","Block Group 1, Census Tract 2002.02, Weber County, Utah"
"718","120","445","106","16","18","53","27","254","93","39","30","83","87","0","12","273","81","60","29","143","71","54","45","16","24","0","12","0","12","1500000US490572002022","Block Group 2, Census Tract 2002.02, Weber County, Utah"
"498","108","407","121","15","18","199","106","160","85","17","19","16","20","0","12","91","52","0","12","19","20","46","30","26","38","0","12","0","12","1500000US490572002031","Block Group 1, Census Tract 2002.03, Weber County, Utah"
"542","98","479","96","0","12","79","44","135","56","116","76","126","58","23","26","63","35","7","11","19","21","16","18","12","17","9","13","0","12","1500000US490572002032","Block Group 2, Census Tract 2002.03, Weber County, Utah"
"771","208","462","157","9","14","108","115","227","124","110","70","8","12","0","12","309","152","19","24","112","91","145","108","33","51","0","12","0","12","1500000US490572002033","Block Group 3, Census Tract 2002.03, Weber County, Utah"
"672","94","484","92","0","12","72","47","236","74","88","54","88","71","0","12","188","85","8","14","38","55","85","57","44","45","13","20","0","12","1500000US490572002041","Block Group 1, Census Tract 2002.04, Weber County, Utah"
"964","213","774","222","8","13","226","96","367","183","106","65","33","28","34","37","190","70","36","44","82","56","26","41","22","21","16","23","8","13","1500000US490572002042","Block Group 2, Census Tract 2002.04, Weber County, Utah"
"339","132","250","95","0","12","118","75","50","46","31","38","13","23","38","62","89","99","0","12","0","12","9","16","80","100","0","12","0","12","1500000US490572003011","Block Group 1, Census Tract 2003.01, Weber County, Utah"
"661","210","633","213","19","30","279","159","219","117","11","17","23","37","82","136","28","33","0","12","11","17","17","28","0","12","0","12","0","12","1500000US490572003012","Block Group 2, Census Tract 2003.01, Weber County, Utah"
"821","180","422","121","18","28","125","93","177","86","56","48","46","48","0","12","399","166","139","124","226","113","34","39","0","12","0","12","0","12","1500000US490572003013","Block Group 3, Census Tract 2003.01, Weber County, Utah"
"238","97","11","19","0","12","0","12","11","19","0","12","0","12","0","12","227","100","0","12","204","100","21","27","2","9","0","12","0","12","1500000US490572003021","Block Group 1, Census Tract 2003.02, Weber County, Utah"
"637","138","445","117","10","15","36","41","134","75","134","83","95","97","36","54","192","119","0","12","63","55","116","110","0","12","13","21","0","12","1500000US490572003022","Block Group 2, Census Tract 2003.02, Weber County, Utah"
"390","85","102","52","0","12","31","26","50","42","7","11","10","18","4","8","288","81","44","34","123","62","115","60","6","9","0","12","0","12","1500000US490572004001","Block Group 1, Census Tract 2004, Weber County, Utah"
"212","55","123","44","0","12","33","20","50","32","12","17","19","36","9","12","89","49","0","12","5","7","69","49","15","20","0","12","0","12","1500000US490572004002","Block Group 2, Census Tract 2004, Weber County, Utah"
"260","105","172","81","0","12","18","28","42","37","80","73","18","28","14","22","88","75","0","12","12","22","76","73","0","12","0","12","0","12","1500000US490572005001","Block Group 1, Census Tract 2005, Weber County, Utah"
"392","97","264","89","11","19","66","67","141","70","27","32","1","3","18","28","128","86","0","12","81","72","0","12","0","12","47","66","0","12","1500000US490572005002","Block Group 2, Census Tract 2005, Weber County, Utah"
"151","57","120","52","0","12","63","47","31","31","9","16","17","27","0","12","31","34","0","12","0","12","17","25","0","12","0","12","14","24","1500000US490572005003","Block Group 3, Census Tract 2005, Weber County, Utah"
"336","137","139","78","24","40","20","30","79","60","16","28","0","12","0","12","197","128","0","12","101","99","72","83","0","12","0","12","24","36","1500000US490572005004","Block Group 4, Census Tract 2005, Weber County, Utah"
"766","242","606","229","0","12","282","216","270","121","24","31","0","12","30","34","160","122","0","12","80","69","70","96","0","12","0","12","10","24","1500000US490572005005","Block Group 5, Census Tract 2005, Weber County, Utah"
"556","172","432","154","0","12","103","76","313","152","16","26","0","12","0","12","124","102","0","12","21","33","85","98","18","29","0","12","0","12","1500000US490572005006","Block Group 6, Census Tract 2005, Weber County, Utah"
"253","59","156","56","0","12","37","29","49","34","48","49","22","21","0","12","97","47","0","12","73","48","24","21","0","12","0","12","0","12","1500000US490572006001","Block Group 1, Census Tract 2006, Weber County, Utah"
"340","79","195","61","0","12","58","41","83","50","15","17","32","25","7","11","145","64","4","7","91","74","23","26","0","12","0","12","27","26","1500000US490572006002","Block Group 2, Census Tract 2006, Weber County, Utah"
"488","126","222","53","0","12","73","40","56","31","65","39","28","29","0","12","266","118","95","70","78","58","83","98","10","16","0","12","0","12","1500000US490572006003","Block Group 3, Census Tract 2006, Weber County, Utah"
"365","79","262","55","10","14","72","39","89","36","46","28","29","26","16","20","103","57","0","12","56","42","47","41","0","12","0","12","0","12","1500000US490572006004","Block Group 4, Census Tract 2006, Weber County, Utah"
"389","106","196","70","9","15","20","18","118","62","40","27","0","12","9","14","193","90","0","12","56","61","128","62","9","13","0","12","0","12","1500000US490572007001","Block Group 1, Census Tract 2007, Weber County, Utah"
"462","126","434","128","0","12","120","66","141","68","137","81","36","59","0","12","28","27","0","12","0","12","28","27","0","12","0","12","0","12","1500000US490572007002","Block Group 2, Census Tract 2007, Weber County, Utah"
"455","71","315","75","11","16","66","39","90","40","101","54","15","17","32","31","140","56","0","12","50","33","87","49","0","12","3","9","0","12","1500000US490572007003","Block Group 3, Census Tract 2007, Weber County, Utah"
"669","141","456","123","0","12","130","79","252","96","48","46","10","15","16","27","213","96","29","45","50","36","76","59","58","63","0","12","0","12","1500000US490572008001","Block Group 1, Census Tract 2008, Weber County, Utah"
"709","154","372","128","14","23","170","96","91","52","69","55","28","44","0","12","337","108","107","64","122","67","101","63","7","11","0","12","0","12","1500000US490572008002","Block Group 2, Census Tract 2008, Weber County, Utah"
"452","103","222","71","0","12","85","63","32","37","72","65","33","30","0","12","230","80","17","28","151","62","39","32","23","37","0","12","0","12","1500000US490572008003","Block Group 3, Census Tract 2008, Weber County, Utah"
"776","198","203","73","0","12","63","36","116","71","13","12","11","17","0","12","573","190","101","67","322","142","128","99","0","12","0","12","22","38","1500000US490572009001","Block Group 1, Census Tract 2009, Weber County, Utah"
"655","121","180","78","29","34","29","30","61","61","61","60","0","12","0","12","475","107","129","68","224","80","60","54","62","59","0","12","0","12","1500000US490572009002","Block Group 2, Census Tract 2009, Weber County, Utah"
"348","96","83","54","29","34","7","10","15","22","32","44","0","12","0","12","265","80","89","51","137","54","39","33","0","12","0","12","0","12","1500000US490572009003","Block Group 3, Census Tract 2009, Weber County, Utah"
"490","130","80","66","10","12","16","25","54","69","0","12","0","12","0","12","410","114","154","71","156","53","66","61","34","50","0","12","0","12","1500000US490572011001","Block Group 1, Census Tract 2011, Weber County, Utah"
"609","91","147","73","5","8","64","68","12","11","59","36","0","12","7","12","462","80","71","56","193","51","155","67","16","14","27","29","0","12","1500000US490572011002","Block Group 2, Census Tract 2011, Weber County, Utah"
"398","118","158","58","9","12","63","46","68","35","18","20","0","12","0","12","240","98","25","19","128","90","61","40","22","32","4","7","0","12","1500000US490572012001","Block Group 1, Census Tract 2012, Weber County, Utah"
"365","86","93","61","0","12","44","35","34","49","15","16","0","12","0","12","272","62","73","36","104","39","81","38","14","19","0","12","0","12","1500000US490572012002","Block Group 2, Census Tract 2012, Weber County, Utah"
"507","128","267","86","17","28","127","82","96","40","27","35","0","12","0","12","240","109","17","20","165","104","58","32","0","12","0","12","0","12","1500000US490572013011","Block Group 1, Census Tract 2013.01, Weber County, Utah"
